title,combined_features,id
The Slaughter Rule,Drama others Ryan Gosling David Morse Clea DuVall Amy Adams David Cale Alex Smith,21801
Monsters,Drama Thriller Science Fiction monster pyramid radio dystopia infection Whitney Able Scoot McNairy Annalee Jefferies Kevon Kane Fernando Lara Gareth Edwards,43933
The Californians,Drama Comedy others Noah Wyle Illeana Douglas Kate Mara Cloris Leachman Joanne Whalley Jonathan Parker,73511
The Living Wake,Comedy independent film Jesse Eisenberg Mike O'Connell Jim Gaffigan Ann Dowd Colombe Jacobsen-Derstine Sol Tryon,43653
Detention of the Dead,Comedy Horror high school independent film zombie extreme violence Jacob Zachar Alexa Nikolas Christa Brittany  Allen Jayson Blair Justin Chon Alex Craig Mann,139715
Crazy Stone,Action Comedy others Guo Tao Liu Hua Liu Gang Xu Zheng Huang Bo Ning Hao,45380
Scott Walker: 30 Century Man,Documentary Music music Scott Walker Damon Albarn David Bowie Jarvis Cocker Marc Almond Stephen Kijak,30867
Everything Put Together,Drama independent film Radha Mitchell Megan Mullally Catherine Lloyd Burns Jacqueline Heinze Alan Ruck Marc Forster,81220
Good Kill,Action Drama Thriller pilot suspicion drone u.s. military air force base Ethan Hawke January Jones Zo\u00eb Kravitz Jake Abel Bruce Greenwood Andrew Niccol,253626
The Outrageous Sophie Tucker,others others others William Gazecki,294550
Now Is Good,Drama Romance cancer teenager teen drama bucket list based on young adult novel Dakota Fanning Jeremy Irvine Kaya Scodelario Olivia Williams Paddy Considine Ol Parker,90369
Girls Gone Dead,Horror Comedy others Katie Peterson Shea Stewart Brandy Whitford Caley Hayes Ryan Keely Michael Hoffman Jr.,117942
America Is Still the Place,others others others other,380097
Subconscious,Action Thriller Mystery submarine woman director Tim Abell Naomi Brockwell Aleisha Force Tom Stedham Cambridge Jones Georgia Hilton,322194
Enter Nowhere,Mystery Science Fiction Thriller cabin time travel woods cabin in the woods lost Katherine Waterston Scott Eastwood Sara Paxton Shaun Sipos Christopher Denham Jack Heller,98568
El Rey de Najayo,Crime Drama others Manny P\u00e9rez Luz Garcia Sergio Carlo Juan Maria Almonte Rafael Estephan Fernando Baez Mella,119657
Fight to the Finish,Romance Action sport fighting Jennifer Hale Evan Hannemann Tonya Kay Anna Ross Tamara Rey Warren Sheppard,380733
Alleluia! The Devil's Carnival,Music Horror carnival musical sequel devil dark carnival Terrance Zdunich Paul Sorvino Marc Senter Emilie Autumn Nivek Ogre Darren Lynn Bousman,285743
The Sound and the Shadow,Thriller Comedy Mystery others Joseph E. Murray Alex Anfanger Rhomeyn Johnson Mary Kate Wiles Justin Paul Miller,362765
Rodeo Girl,Family others Kevin Sorbo Sophie Bolen Derek Brandon Carrie Bradstreet Tiffany Burns Joel Paul Reisig,379532
Born to Fly: Elizabeth Streb vs. Gravity,Documentary woman director Elizabeth Streb Fabio Tavares Sarah Callan Jaclyn Carlson Leonardo Giron Catherine Gund,253261
The Little Ponderosa Zoo,others others others other,297100
The Toxic Avenger,Science Fiction Action Comedy Horror corruption mayor anti hero sadism toxic Mitch Cohen Andree Maranda Jennifer Prichard Cindy Manion Robert Prichard Lloyd Kaufman,15239
Straight Out of Brooklyn,Drama others others Matty Rich,94072
Bloody Sunday,Action Adventure Drama History northern ireland independent film civil rights James Nesbitt Allan Gildea Gerard Crossan Mary Moulds Carmel McCallion Paul Greengrass,4107
Diamond Ruff,others others others other,325579
Conversations with Other Women,Drama Romance dialogue talking bridesmaid wedding reception wedding Helena Bonham Carter Aaron Eckhart Yury Tsykun Brian Geraghty Brianna Brown Hans Canosa,15624
Poultrygeist: Night of the Chicken Dead,Horror Comedy musical zombie Jason Yachanin Kate Graham Allyson Sereboff Robin L. Watkins Joshua Olatunde Lloyd Kaufman,17287
Mutual Friends,others others Caitlin Fitzgerald Cheyenne Jackson Peter Scanavino Michael Stahl-David Christina Cole Matthew Watts,198370
42nd Street,Music Comedy Romance philadelphia musical stage show director broken ankle Warner Baxter Bebe Daniels George Brent Ruby Keeler Guy Kibbee Lloyd Bacon,3062
Rise of the Entrepreneur: The Search for a Better Way,others others others other,328307
Metropolitan,Comedy Drama upper class new york independent film debutante young adult Edward Clements Chris Eigeman Taylor Nichols Carolyn Farina Isabel Gillies Whit Stillman,15389
As It Is in Heaven,Romance Drama Comedy Music individual underdog mentally disabled loss of mother sweden Michael Nyqvist Frida Hallgren Helen Sj\u00f6holm Lennart J\u00e4hkel Ingela Olsson Kay Pollak,464
Roadside,Horror Drama others Ace Marrero Katie Stegeman Eric England,308467
Napoleon Dynamite,Comedy underdog brother brother relationship idaho high school chat Jon Heder Aaron Ruell Jon Gries Efren Ramirez Shondrella Avery Jared Hess,8193
Blue Ruin,Crime Thriller revenge drifter virginia character study neo-noir Macon Blair Devin Ratray Amy Hargreaves Kevin Kolack Eve Plumb Jeremy Saulnier,188166
Paranormal Activity,Horror Mystery haunting psychic entity demonic possession found footage Katie Featherston Micah Sloat Mark Fredrichs Amber Armstrong Ashley Palmer Oren Peli,23827
Dogtown and Z-Boys,Documentary skateboarding independent film Sean Penn Jay Adams Henry Rollins Steve Caballero Tony Hawk Stacy Peralta,1282
Monty Python and the Holy Grail,Adventure Comedy Fantasy holy grail monk scotland yard swordplay camelot Graham Chapman John Cleese Terry Gilliam Eric Idle Terry Jones Terry Gilliam,762
Quinceañera,Drama others Emily Rios Jesse Garcia Chalo Gonz\u00e1lez David W. Ross Ramiro Iniguez Richard Glatzer,64499
Gory Gory Hallelujah,others woman director others Sue Corcoran,281189
Tarnation,Documentary Drama schizophrenia gay usa rape texas Renee Leblanc Adolph Davis Jonathan Caouette Rosemary Davis David Sanin Paz Jonathan Caouette,1435
I Want Your Money,Documentary others others other,47546
Love in the Time of Monsters,Horror Comedy others Kane Hodder Doug Jones Gena Shaw Marissa Skell Michael McShane Matt Jackson,189711
The Beyond,Horror hotel experiment hell gore morgue Catriona MacColl David Warbeck Cinzia Monreale Antoine Saint-John Veronica Lazar Lucio Fulci,19204
What Happens in Vegas,Comedy Romance casino hotel roommate fictitious marriage romantic comedy Ashton Kutcher Cameron Diaz Lake Bell Queen Latifah Treat Williams Tom Vaughan,9029
The Dark Hours,Horror Science Fiction Thriller canada winter hostage olympic games cabin Kate Greenhouse Aidan Devine Gordon Currie Iris Graham Dov Tiefenbach Paul Fox,18045
My Beautiful Laundrette,Romance Drama Comedy london england gay immigration society british Gordon Warnecke Daniel Day-Lewis Roshan Seth Saeed Jaffrey Derrick Branche Stephen Frears,11240
Fabled,Drama Mystery Thriller independent film others other,43743
Show Me,Drama Thriller kidnapping Michelle Nolden Katharine Isabelle Kett Turton Gabriel Hogan Allegra Fulton Cassandra Nicolaou,157909
Cries and Whispers,Drama sister sister relationship sweden dying and death Harriet Andersson Ingrid Thulin Kari Sylwan Liv Ullmann Erland Josephson Ingmar Bergman,10238
Intolerance,Drama usa naivety intolerance mill marriage Lillian Gish Mae Marsh Robert Harron F.A. Turner Sam De Grasse D.W. Griffith,3059
Trekkies,Documentary pop culture fan culture documentary science fiction space opera Denise Crosby Barbara Adams Majel Barrett James Doohan DeForest Kelley Roger Nygard,15800
The Broadway Melody,Drama Music Romance musical singer pre-code wisecrack humor early sound film Charles King Anita Page Bessie Love Nacio Herb Brown Mary Doran Harry Beaumont,65203
The Evil Dead,Horror falsely accused beheading audio tape log cabin chain saw Bruce Campbell Ellen Sandweiss Richard DeManincor Betsy Baker Theresa Tilly Sam Raimi,764
Maniac,Horror prostitute mannequin remake murder gore Elijah Wood America Olivo Nora Arnezeder Zoe Aggeliki Jan Broberg Franck Khalfoun,103620
Censored Voices,History Documentary woman director Amos Oz Mor Loushy,319069
Murderball,Documentary paralympics wheelchair sport rugby Joe Bishop Keith Cavill Andy Cohn Scott Hogsett Christopher Igoe Henry Alex Rubin,14278
American Ninja 2: The Confrontation,Action Adventure Drama marine corps army ninja Michael Dudikoff Steve James Larry Poindexter Gary Conway Jeff Celentano Sam Firstenberg,25678
51 Birch Street,Documentary others Carol Block Doug Block Ellen Block Doug Block,79161
Rotor DR1,Science Fiction Family others Christian Kapper Natalie Welch Tom E. Nicholson Steve Moses Patrick Casteel Chad Kapper,371690
12 Angry Men,Drama judge jurors sultriness death penalty father murder Henry Fonda Martin Balsam John Fiedler Lee J. Cobb E.G. Marshall Sidney Lumet,389
My Dog Tulip,Animation Comedy Drama human animal relationship dog german shepherd woman director Christopher Plummer Lynn Redgrave Isabella Rossellini Peter Gerety Brian Murray Paul Fierlinger,52032
It Happened One Night,Comedy Romance miami reference to the big bad wolf reporter Clark Gable Claudette Colbert Walter Connolly Roscoe Karns Jameson Thomas Frank Capra,3078
Dogtooth,Drama male nudity female nudity hostage paranoia dysfunctional family Hristos Passalis Angeliki Papoulia Mary Tsoni Christos Stergioglou Michele Valley Yorgos Lanthimos,38810
Tupac: Resurrection,Music Documentary rap music hip-hop blunt woman director Tupac Amaru Shakur Lauren Lazin,21525
Tumbleweeds,Comedy Drama independent film Janet McTeer Kimberly J. Brown Jennifer Paige Gavin O'Connor,55123
The Prophecy,Fantasy Horror Thriller angel archangel gabriel menschheit Christopher Walken Elias Koteas Virginia Madsen Eric Stoltz Adam Goldberg Gregory Widen,11980
When the Cat's Away,Comedy paris cat Garance Clavel Zinedine Soualem Ren\u00e9e Le Calm Olivier Py Simon Abkarian C\u00e9dric Klapisch,11956
Pieces of April,Comedy Drama sex thanksgiving road trip love independent film Katie Holmes Derek Luke Patricia Clarkson Oliver Platt Alison Pill Peter Hedges,1550
The Big Swap,others others Mark Adams Mark Caven Allison Egan Jackie Sawiris Kevin Howarth Niall Johnson,162396
Old Joy,Drama woman director Daniel London Will Oldham Tanya Smith Robin Rosenberg Keri Moran Kelly Reichardt,26518
Wendy and Lucy,Drama usa friendship survival scar family Michelle Williams Will Patton Will Oldham John Robinson Kelly Reichardt,8942
3 Backyards,Drama independent film Edie Falco Embeth Davidtz Elias Koteas Rachel Resheff Kathryn Erbe Eric Mendelsohn,68412
Pierrot le Fou,Drama Thriller paris painting independent film money bombing Jean-Paul Belmondo Anna Karina Graziella Galvani Dirk Sanders Jimmy Karoubi Jean-Luc Godard,2786
Sisters in Law,Documentary woman director others Kim Longinotto,87943
Ayurveda: Art of Being,Documentary philosophy india healing others Pan Nalin,73981
Nothing But a Man,Drama others Ivan Dixon Abbey Lincoln Julius Harris Gloria Foster Martin Priest Michael Roemer,91721
"First Love, Last Rites",Drama sex misfit boring Giovanni Ribisi Natasha Gregson Wagner Donal Logue Robert John Burke Jeannetta Arnette Jesse Peretz,118452
Fighting Tommy Riley,Action Adventure Drama boxer massage unrequited love locker room independent film J.P. Davis Eddie Jones Christina Chambers Diane Tayler Eddie O'Flaherty,47534
Royal Kill,Action Thriller bodyguard princess female assassin soldier heir Pat Morita Eric Roberts Gail Kim Lalaine Alexander Wraith Babar Ahmed,40914
The Looking Glass,others others Dorothy Tristan Jace Casey Jace Casey Harry Musselwhite Elizabeth Stenholt John D. Hancock,365052
Death Race 2000,Action Comedy Science Fiction dystopia street race reality spoof David Carradine Simone Griffeth Sylvester Stallone Mary Woronov Roberta Collins Paul Bartel,13282
Locker 13,Horror Drama Thriller terror anthology suspense Ricky Schroder Jon Gries Tatyana Ali Jason Marsden Rick Hoffman Jason Marsden,250184
Midnight Cabaret,Horror others Lisa Hart Carroll Michael Des Barres Paul Drake Laura Harrington Thom Mathews Pece Dingo,426067
Anderson's Cross,Romance Comedy Drama coming of age Joanna Cassidy Joyce Guy Bill Moseley Jerome Elston Scott Alan Blumenfeld Jerome Elston Scott,324352
Bizarre,Drama Romance others Pierre Prieur Adrian James Raquel Nave Rebekah Underhill Charlie Himmelstein \u00c9tienne Faure,318040
Graduation Day,Horror slasher Christopher George Billy Hufsey Patch Mackenzie E. Danny Murphy E. J. Peaker Herb Freed,27420
Some Guy Who Kills People,Comedy Horror Thriller others Kevin Corrigan Barry Bostwick Karen Black Leo Fitzpatrick Ariel Gade Jack Perez,80468
Compliance,Drama Thriller Crime others Ann Dowd Dreama Walker Pat Healy Philip Ettinger James McCaffrey Craig Zobel,84188
Chasing Amy,Comedy Drama Romance new jersey coming out love of one's life bisexuality menage a trois Ben Affleck Joey Lauren Adams Jason Lee Dwight Ewell Jason Mewes Kevin Smith,2255
Lovely & Amazing,Comedy Drama Romance woman director Catherine Keener Brenda Blethyn Emily Mortimer Jake Gyllenhaal James Le Gros Nicole Holofcener,50035
Death Calls,others others others other,300327
Better Luck Tomorrow,Crime Drama others Parry Shen Jason Tobin Sung Kang Karin Anna Cheung Roger Fan Justin Lin,14290
The Incredibly True Adventure of Two Girls In Love,Comedy Drama Romance lesbian relationship independent film lesbian interest lgbt woman director Laurel Holloman Maggie Moore Kate Stafford Nicole Ari Parker Toby Poser Maria Maggenti,29371
Chuck & Buck,Comedy Drama gay independent film mentally handicapped man Mike White Chris Weitz Lupe Ontiveros Maya Rudolph Paul Weitz Miguel Arteta,44490
American Desi,Drama Comedy Romance tradition indian lead roommate culture clash college Kal Penn Purva Bedi Deep Katdare Ronobir Lahiri Rizwan Manji Piyush Dinker Pandya,32222
Amidst the Devil's Wings,Drama Action Crime others others other,378237
Cube,Thriller Science Fiction Mystery riddle autism claustrophobia maze prime number Nicole de Boer Nicky Guadagni David Hewlett Andrew Miller Julian Richings Vincenzo Natali,431
Love and Other Catastrophes,Comedy Romance independent film woman director Matt Day Matthew Dyktynski Alice Garner Frances O'Connor Radha Mitchell Emma-Kate Croghan,76996
I Married a Strange Person!,Drama Comedy Animation others Charis Michelsen Tom Larson Richard Spore Bill Plympton,51942
November,Drama Mystery Thriller post traumatic stress  disorder photographer loss of lover professor trauma Courteney Cox James Le Gros Michael Ealy Nora Dunn Nick Offerman Greg Harrison,1424
Like Crazy,Drama Romance chair customs student visa parents blogger Anton Yelchin Felicity Jones Jennifer Lawrence Charlie Bewley Alex Kingston Drake Doremus,60420
Teeth and Blood,Horror others Glenn Plummer Michelle Van Der Water Danielle Vega Greg Eagles other,325123
Sugar Town,Comedy woman director John Taylor Michael Des Barres Martin Kemp Jade Gordon Larry Klein Allison Anders,142132
The Motel,Drama Comedy others Jeffrey Chyau Sung Kang Jade Wu Samantha Futerman Alexis Chang Michael Kang,20520
The Canyons,Thriller Drama sex adultery jealousy nudity seduction Lindsay Lohan James Deen Gus Van Sant Nolan Gerard Funk Amanda Brooks Paul Schrader,109729
On the Outs,Drama prison drug dealer single mother teenage pregnancy woman director Judy Marte Paola Mendoza Flaco Navaja Dominic Col\u00f3n Edward O'Blenis Lori Silverbush,78307
Shotgun Stories,Drama Thriller brother brother relationship loss of father arkansas Michael Shannon Glenda Pannell Lynnsee Provence Douglas Ligon Barlow Jacobs Jeff Nichols,12247
Exam,Thriller Mystery gun room suspicion guard pill Luke Mably Adar Beck Chris Carey Gemma Chan Nathalie Cox Stuart Hazeldine,29917
The Sticky Fingers of Time,Science Fiction Drama future bisexuality time travel woman director Terumi Matthews Nicole Zaray Belinda Becker James Urbaniak Thomas Pasley Hilary Brougher,70687
Sunday School Musical,Music high school woman director Chris Chatman Candise Lakota Krystle Connor Robert Acinapura Amy Ganser Rachel Goldenberg,60463
Rust,Drama others Corbin Bernsen Frank Gallacher Lloyd Warner Audrey Lynn Tennent Corbin Bernsen,46252
